LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,TOOLTIP,SOURCE,SOURCE URL,SIDEBAR1,SIDEBAR2,SIDEBAR3,1398,MORE INFO,LEVEL
درآمدها,مالیات,مالیات شرکت‌ها,مالیات اشخاص حقوقی,,,مالیات علی الحساب اشخاص حقوقی دولتی - وصول ماهانه یک دوازدهم رقم,ردیف شماره ۱۱۰۱۰۲ از جدول شماره ۵,,"5,424.471",0.000,0.000,"5,424.471",,4
درآمدها,مالیات,مالیات شرکت‌ها,مالیات شرکت‌های دولتی,,,مالیات عملکرد شرکت‌های دولتی,ردیف شماره ۱۱۰۱۰۳ از جدول شماره ۵,,"7,025.529",0.000,0.000,"7,025.529",,4
درآمدها,مالیات,مالیات شرکت‌ها,مالیات‌ نهادها و بنیادها,,,مالیات نهادها و بنیادهای انقلاب اسلامی,ردیف شماره ۱۱۰۱۰۴ از جدول شماره ۵,,16.500,0.000,0.167,16.667,,4
درآمدها,مالیات,مالیات شرکت‌ها,مالیات اشخاص حقوقی غیر دولتی,,,مالیات اشخاص حقوقی ﻏیر دولتی,ردیف شماره ۱۱۰۱۰۵ از جدول شماره ۵,,0.000,"24,500.000",247.475,"24,747.475",,4
درآمدها,مالیات,مالیات شرکت‌ها,مالیات آستان قدس,,,مالیات شرکت‌ها و موسسات وابسته به آستان قدس رضوی,ردیف شماره ۱۱۰۱۱۱ از جدول شماره ۵,,0.000,0.000,0.000,0.000,,4
درآمدها,مالیات,مالیات شرکت‌ها,,,,مالیات اشخاص حقوقی,ردیف شماره ۱۱۰۱۰۰ از جدول شماره ۵,,"12,466.500","24,500.000",247.641,"37,214.141",,3
درآمدها,مالیات,مالیات بر درآمد,مالیات حقوق کارکنان دولتی,,,مالیات حقوق کارکنان بخش عمومی,ردیف شماره ۱۱۰۲۰۱ از جدول شماره ۵,,0.000,"6,900.000",69.697,"6,969.697",,4
درآمدها,مالیات,مالیات بر درآمد,مالیات حقوق کارکنان بخش خصوصی,,,مالیات حقوق کارکنان بخش خصوصی,ردیف شماره ۱۱۰۲۰۲ از جدول شماره ۵,,0.000,"6,360.000",64.242,"6,424.242",,4
درآمدها,مالیات,مالیات بر درآمد,مالیات مشاغل,,,مالیات مشاﻏل,ردیف شماره ۱۱۰۲۰۳ از جدول شماره ۵,,0.000,"9,850.000",99.495,"9,949.495",,4
درآمدها,مالیات,مالیات بر درآمد,مالیات مستغلات,,,مالیات مستﻐلات,ردیف شماره ۱۱۰۲۰۴ از جدول شماره ۵,,0.000,"1,600.000",16.162,"1,616.162",,4
درآمدها,مالیات,مالیات بر درآمد,مالیات‌های متفرقه درآمد,,,مالیاتهای متفرقه درآمد,ردیف شماره ۱۱۰۲۰۵ از جدول شماره ۵,,0.000,6.000,0.061,6.061,,4
درآمدها,مالیات,مالیات بر درآمد,معافیت مالیاتی,,,معافیت مالیاتی (جمعی-خرجی) ۱,ردیف شماره ۱۱۰۲۰۶ از جدول شماره ۵,,0.000,0.000,0.000,0.000,,4
درآمدها,مالیات,مالیات بر درآمد,,,,مالیات بر درآمدها,ردیف شماره ۱۱۰۲۰۰ از جدول شماره ۵,,0.000,"24,716.000",249.657,"24,965.657",,3
درآمدها,مالیات,مالیات بر ثروت,مالیات بر ارث,,,مالیات بر ارث,ردیف شماره ۱۱۰۳۰۱ از جدول شماره ۵,,0.000,690.000,6.970,696.970,,4
درآمدها,مالیات,مالیات بر ثروت,مالیات‌های اتفاقی,,,مالیاتهای اتفاقی,ردیف شماره ۱۱۰۳۰۲ از جدول شماره ۵,,0.000,5.400,0.055,5.455,,4
درآمدها,مالیات,مالیات بر ثروت,مالیات نقل و انتقال سرقفلی,,,مالیات نقل و انتقال سرقفلی,ردیف شماره ۱۱۰۳۰۳ از جدول شماره ۵,,0.000,"1,150.000",11.616,"1,161.616",,4
درآمدها,مالیات,مالیات بر ثروت,مالیات نقل و انتقال سهام,,,مالیات نقل و انتقال سهام,ردیف شماره ۱۱۰۳۰۴ از جدول شماره ۵,,0.000,800.000,8.081,808.081,,4
درآمدها,مالیات,مالیات بر ثروت,مالیات نقل و انتقالات املاک,,,مالیات نقل و انتقاﻻت املاک,ردیف شماره ۱۱۰۳۰۵ از جدول شماره ۵,,0.000,900.000,9.091,909.091,,4
درآمدها,مالیات,مالیات بر ثروت,حق تمبر,,,حق تمبر و اوراق بهادار,ردیف شماره ۱۱۰۳۰۶ از جدول شماره ۵,,0.000,550.000,5.556,555.556,,4
درآمدها,مالیات,مالیات بر ثروت,,,,مالیات بر ثروت,ردیف شماره ۱۱۰۳۰۰ از جدول شماره ۵,,0.000,"4,095.400",41.368,"4,136.768",,3
درآمدها,مالیات,مالیات بر واردات,حق گمرکی کالاها,,,حقوق ورودی سایر کاﻻها (موضوع بند ب ماده ۱۵ آیین نامه اجرایی قانون امور گمرکی) ۱,ردیف شماره ۱۱۰۴۰۱ از جدول شماره ۵,,"26,915.000",0.000,533.300,"27,448.300",,4
