LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,TOOLTIP,SOURCE,SOURCE URL,SIDEBAR1,SIDEBAR2,SIDEBAR3,1399,MORE INFO,LEVEL
ملی,آموزش و پژوهش,آموزش پزشکی,دانشگاه‌ها و مراکز تحقیقاتی علوم پزشکی,مراکز تحقیقاتی دانشگاه علوم پزشکی تهران,,دانشگاه علوم پزشکی و خدمات بهداشتی، درمانی تهران - مراکز تحقیقاتی,ردیف شماره ۱۲۳۷۰۲ از جدول شماره ۱-۷,https://iranbudget.org/blog/wp-content/uploads/2019/12/Bill99-00.pdf,37.98,0.156,0,38.136,بودجه جاری، با احتساب اعتبارات یارانه‌ها محاسبه شده است.,5
ملی,آموزش و پژوهش,آموزش پزشکی,دانشگاه‌ها و مراکز تحقیقاتی علوم پزشکی,مرکز تحقیقات علوم و تکنولوژی پزشکی,,دانشگاه علوم پزشکی و خدمات بهداشتی، درمانی تهران - پژوهشکده فناوریها و تجهیزات پیشرفته پزشکی,ردیف شماره ۱۲۳۷۰۳ از جدول شماره ۱-۷,https://iranbudget.org/blog/wp-content/uploads/2019/12/Bill99-00.pdf,4.325,0.052,0,4.377,بودجه جاری با احتساب اعتبارات هزینه‌ای یارانه‌ها محاسبه شده است.,5
ملی,آموزش و پژوهش,آموزش پزشکی,دانشگاه‌ها و مراکز تحقیقاتی علوم پزشکی,مرکز تحقیقات ایمونولوژی، آسم و آلرژی تهران,,دانشگاه علوم پزشکی و خدمات بهداشتی، درمانی تهران - مرکز تحقیقات ایمونولوژی، آسم و آلرژی,ردیف شماره ۱۲۳۷۰۴ از جدول شماره ۱-۷,https://iranbudget.org/blog/wp-content/uploads/2019/12/Bill99-00.pdf,2.19,0.052,0,2.242,بودجه جاری با احتساب اعتبارات هزینه‌ای یارانه‌ها محاسبه شده است.,5
ملی,آموزش و پژوهش,آموزش پزشکی,دانشگاه‌ها و مراکز تحقیقاتی علوم پزشکی,دانشکده پرستاری پلدختر,,دانشگاه علوم پزشکی و خدمات بهداشتی، درمانی خرم‌آباد - دانشکده پرستاری پلدختر,ردیف شماره ۱۲۴۴۱۶ از جدول شماره ۱-۷,https://iranbudget.org/blog/wp-content/uploads/2019/12/Bill99-00.pdf,4.427,0.338,0,4.765,بودجه جاری با احتساب اعتبارات هزینه‌ای یارانه‌ها محاسبه شده است.,5
ملی,آموزش و پژوهش,آموزش پزشکی,دانشگاه‌ها و مراکز تحقیقاتی علوم پزشکی,دانشگاه علوم پزشکی تهران,,دانشگاه علوم پزشکی و خدمات بهداشتی، درمانی تهران - اجرای برنامه‌های آموزشی,ردیف شماره ۱۲۳۷۰۷ از جدول شماره ۱-۷,https://iranbudget.org/blog/wp-content/uploads/2019/12/Bill99-00.pdf,610.887,14.73,0,625.617,بودجه جاری با احتساب اعتبارات هزینه‌ای یارانه‌ها محاسبه شده است.,5
ملی,آموزش و پژوهش,آموزش پزشکی,دانشگاه‌ها و مراکز تحقیقاتی علوم پزشکی,پژوهشکده بیماری‌های گوارش و کبد تهران,,دانشگاه علوم پزشکی و خدمات بهداشتی، درمانی تهران - پژوهشکده بیماری‌های گوارش و کبد,ردیف شماره ۱۲۳۷۰۹ از جدول شماره ۱-۷,https://iranbudget.org/blog/wp-content/uploads/2019/12/Bill99-00.pdf,13.955,0.182,0,14.137,بودجه جاری با احتساب اعتبارات هزینه‌ای یارانه‌ها محاسبه شده است.,5
ملی,آموزش و پژوهش,آموزش پزشکی,دانشگاه‌ها و مراکز تحقیقاتی علوم پزشکی,پژوهشکده انکولوژی، هماتولوژی و سل‌تراپی تهران,,دانشگاه علوم پزشکی و خدمات بهداشتی، درمانی تهران - پژوهشکده آنکو لوژی، هماتولوژی و سل تراپی,ردیف شماره ۱۲۳۷۱۰ از جدول شماره ۱-۷,https://iranbudget.org/blog/wp-content/uploads/2019/12/Bill99-00.pdf,19.27,0.364,0,19.634,بودجه جاری با احتساب اعتبارات هزینه‌ای یارانه‌ها محاسبه شده است.,5
ملی,آموزش و پژوهش,آموزش پزشکی,دانشگاه‌ها و مراکز تحقیقاتی علوم پزشکی,پژوهشگاه علوم غدد و متابولیسم تهران,,دانشگاه علوم پزشکی و خدمات بهداشتی، درمانی تهران - پژوهشگاه علوم غدد و متابولیسم,ردیف شماره ۱۲۳۷۱۱ از جدول شماره ۱-۷,https://iranbudget.org/blog/wp-content/uploads/2019/12/Bill99-00.pdf,24.46,0.13,0,24.59,بودجه جاری با احتساب اعتبارات هزینه‌ای یارانه‌ها محاسبه شده است.,5
ملی,آموزش و پژوهش,آموزش پزشکی,دانشگاه‌ها و مراکز تحقیقاتی علوم پزشکی,مرکز تحقیقات پوست و جذام تهران,,دانشگاه علوم پزشکی تهران - مرکز تحقیقات پوست و جذام,ردیف شماره ۱۲۳۷۱۲ از جدول شماره ۱-۷,https://iranbudget.org/blog/wp-content/uploads/2019/12/Bill99-00.pdf,5.16,0.052,0,5.212,بودجه جاری با احتساب اعتبارات هزینه‌ای یارانه‌ها محاسبه شده است.,5
ملی,آموزش و پژوهش,آموزش پزشکی,دانشگاه‌ها و مراکز تحقیقاتی علوم پزشکی,مرکز تحقیقات علوم دارویی کشور,,دانشگاه علوم پزشکی و خدمات بهداشتی، درمانی تهران - پژوهشکده علوم دارویی,ردیف شماره ۱۲۳۷۱۵ از جدول شماره ۱-۷,https://iranbudget.org/blog/wp-content/uploads/2019/12/Bill99-00.pdf,6.012,0.052,0,6.064,بودجه جاری با احتساب اعتبارات هزینه‌ای یارانه‌ها محاسبه شده است.,5
